,Cases
2141,1165826
2142,1165906
2143,1165959
2144,1166052
2145,1166099
2146,1166278
2147,1166281
2148,1166351
2149,1166471
2150,1166582
2151,1166793
2152,1166811
2153,1166856
2154,1166874
2155,1166929
2156,1167068
2157,1167175
2158,1167221
2159,1167250
2160,1167334
2161,1167410
2162,1167436
2163,1167448
2164,1167455
2165,1167472
2166,1167647
2167,1167925
2168,1167983
2169,1168032
2170,1168075
2171,1168089
2172,1168102
2173,1168213
2174,1168315
2175,1168441
2176,1168470
2177,1168486
2178,1168559
2179,1168622
2180,1168678
2181,1168797
2182,1168891
2183,1168923
2184,1168962
2185,1169119
2186,1169355
2187,1169417
2188,1169432
2189,1169556
2190,1169597
2191,1169616
2192,1169627
2193,1169695
2194,1169792
2195,1169815
2196,1169866
2197,1169882
2198,1169928
2199,1170000
2200,1170061
2201,1170089
2202,1170213
2203,1170252
2204,1170315
2205,1170429
2206,1170453
2207,1170506
2208,1170588
2209,1170663
2210,1170709
2211,1170711
2212,1170891
2213,1171139
2214,1171177
2215,1171226
2216,1171232
2217,1171244
2218,1171261
2219,1171306
2220,1171457
2221,1171485
2222,1171598
2223,1171601
2224,1171645
2225,1171769
2226,1171846
2227,1171863
2228,1172015
2229,1172039
2230,1172111
2231,1172160
2232,1172317
2233,1172375
2234,1172513
2235,1172751
2236,1172784
2237,1173078
2238,1173105
2239,1173112
2240,1173153
2241,1173164
2242,1173186
2243,1173255
2244,1173291
2245,1173362
2246,1174002
2247,1174068
2248,1174239
2249,1174282
2250,1174469
2251,1174688
2252,1174731
2253,1174829
2254,1175079
2255,1175134
2256,1175216
2257,1175273
2258,1175295
2259,1175322
2260,1175409
2261,1175456
2262,1175483
2263,1175555
2264,1175572
2265,1175666
2266,1175737
2267,1175993
2268,1176146
2269,1176154
2270,1176178
2271,1176240
2272,1176372
2273,1176387
2274,1176417
2275,1176706
2276,1176792
2277,1176928
2278,1176999
2279,1177010
2280,1177036
2281,1177091
2282,1177114
2283,1177159
2284,1177386
2285,1177398
2286,1177518
2287,1177557
2288,1177693
2289,1177719
2290,1177939
2291,1177950
2292,1177982
2293,1178212
2294,1178229
2295,1178241
2296,1178270
2297,1178428
2298,1178618
2299,1178802
2300,1178907
2301,1178954
2302,1179123
2303,1179196
2304,1179263
2305,1179351
2306,1179433
2307,1179521
2308,1179539
2309,1179610
2310,1179700
2311,1179744
2312,1179775
2313,1179789
2314,1179809
2315,1180022
2316,1180090
2317,1180141
2318,1180153
2319,1180224
2320,1180340
2321,1180357
2322,1180362
2323,1180450
2324,1180527
2325,1180551
2326,1180625
2327,1180697
2328,1180728
2329,1180734
2330,1181207
2331,1181235
2332,1181302
2333,1181395
2334,1181447
2335,1181465
2336,1181471
2337,1181508
2338,1181539
2339,1181543
2340,1181687
2341,1181744
2342,1181838
2343,1181842
2344,1181937
2345,1181970
2346,1182023
2347,1182128
2348,1182284
2349,1182587
2350,1182705
2351,1182871
2352,1182888
2353,1183306
2354,1183423
2355,1183457
2356,1183496
2357,1183512
2358,1183553
2359,1183601
2360,1183769
2361,1183835
2362,1183881
2363,1183968
2364,1184012
2365,1184041
2366,1184119
2367,1184178
2368,1184296
2369,1184336
2370,1184369
2371,1184391
2372,1184400
2373,1184461
2374,1184509
2375,1184574
2376,1184815
2377,1184843
2378,1184894
2379,1184934
2380,1185033
2381,1185088
2382,1185092
2383,1185103
2384,1185110
2385,1185124
2386,1185253
2387,1185264
2388,1185311
2389,1185500
2390,1185721
2391,1185827
2392,1186021
2393,1186043
2394,1186138
2395,1186220
2396,1186247
2397,1186288
2398,1186326
2399,1186344
2400,1186698
2401,1186730
2402,1186751
2403,1186768
2404,1186795
2405,1186818
2406,1186823
2407,1186831
2408,1186955
2409,1187075
2410,1187151
2411,1187252
2412,1187321
2413,1187571
2414,1187619
2415,1187742
2416,1187803
2417,1187940
2418,1188100
2419,1188117
2420,1188132
2421,1188175
2422,1188215
2423,1188239
2424,1188277
2425,1188345
2426,1188367
2427,1188633
2428,1188671
2429,1188692
2430,1188911
2431,1189072
2432,1189133
2433,1189297
2434,1189305
2435,1189312
2436,1189402
2437,1189473
2438,1189523
2439,1189644
2440,1189661
2441,1189754
2442,1189852
2443,1189908
2444,1189994
2445,1190025
2446,1190115
2447,1190150
2448,1190194
2449,1190226
2450,1190289
2451,1190359
2452,1190485
2453,1190512
2454,1190564
2455,1190724
2456,1190854
2457,1190881
2458,1191087
2459,1191209
2460,1191364
2461,1191468
2462,1191473
2463,1191531
2464,1191707
2465,1191735
2466,1191801
2467,1191982
2468,1192071
2469,1192124
2470,1192241
2471,1192253
2472,1192356
2473,1192360
2474,1192532
2475,1192946
2476,1192954
2477,1192963
2478,1193099
2479,1193118
2480,1193131
2481,1193222
2482,1193290
2483,1193351
2484,1193406
2485,1193414
2486,1193433
2487,1193539
2488,1193648
2489,1193964
2490,1194111
2491,1194138
2492,1194142
2493,1194160
2494,1194326
2495,1194419
2496,1194534
2497,1194605
2498,1194670
2499,1194773
2500,1194795
2501,1194862
2502,1194903
2503,1195068
2504,1195095
2505,1195161
2506,1195380
2507,1195436
2508,1195469
2509,1195581
2510,1195620
2511,1195688
2512,1195829
2513,1195837
2514,1195925
2515,1195983
2516,1195997
2517,1196167
2518,1196199
2519,1196202
2520,1196273
2521,1196295
2522,1196322
2523,1196363
2524,1196474
2525,1196608
2526,1196666
2527,1196833
2528,1196871
2529,1196917
2530,1196989
2531,1197019
2532,1197105
2533,1197357
2534,1197439
2535,1197530
2536,1197595
2537,1197609
2538,1197638
2539,1197656
2540,1197817
2541,1197889
2542,1197893
2543,1197965
2544,1197988
2545,1198098
2546,1198181
2547,1198204
2548,1198257
2549,1198348
2550,1198417
2551,1198426
2552,1198444
2553,1198574
2554,1198706
2555,1198720
2556,1198850
2557,1199058
2558,1199061
2559,1199130
2560,1199299
2561,1199377
2562,1199405
2563,1199441
2564,1199470
2565,1199486
2566,1199514
2567,1199520
2568,1199607
2569,1199709
2570,1199803
2571,1200152
2572,1200273
2573,1200322
2574,1200378
2575,1200411
2576,1200442
2577,1200548
2578,1200591
2579,1200741
2580,1200865
2581,1200958
2582,1201037
2583,1201070
2584,1201163
2585,1201400
2586,1201417
2587,1201458
2588,1201627
2589,1201714
2590,1201759
2591,1201771
2592,1201792
2593,1201821
2594,1201839
2595,1201843
2596,1201882
2597,1202112
2598,1202236
2599,1202269
2600,1202331
2601,1202450
2602,1202466
2603,1202530
2604,1202549
2605,1202584
2606,1202752
2607,1202776
2608,1202780
2609,1202800
2610,1202889
2611,1202906
2612,1203206
2613,1203317
2614,1203326
2615,1203422
2616,1203446
2617,1203478
2618,1203490
2619,1203528
2620,1203605
2621,1203629
2622,1203716
2623,1203751
2624,1203969
2625,1204013
2626,1204067
2627,1204080
2628,1204185
2629,1204263
2630,1204327
2631,1204471
2632,1204577
2633,1204603
2634,1204655
2635,1204744
2636,1204883
2637,1205201
2638,1205245
2639,1205339
2640,1205377
2641,1205506
2642,1205514
2643,1205559
2644,1205588
2645,1205635
2646,1205681
2647,1205887
2648,1205931
2649,1205962
2650,1206011
2651,1206232
2652,1206244
2653,1206261
2654,1206289
2655,1206293
2656,1206440
2657,1206505
2658,1206787
2659,1206890
2660,1206927
2661,1207020
2662,1207088
2663,1207136
2664,1207191
2665,1207212
2666,1207309
2667,1207401
2668,1207561
2669,1207589
2670,1207777
2671,1207816
2672,1207935
2673,1208024
2674,1208048
2675,1208106
2676,1208192
2677,1208402
2678,1208449
2679,1208473
2680,1208504
2681,1208518
2682,1208617
2683,1208658
2684,1208675
2685,1208689
2686,1208719
2687,1208746
2688,1208801
2689,1208834
2690,1208867
2691,1209126
2692,1209215
2693,1209277
2694,1209334
2695,1209367
2696,1209522
2697,1209578
2698,1209590
2699,1209659
2700,1209671
2701,1209898
2702,1209938
2703,1209942
2704,1209956
2705,1209983
2706,1210006
2707,1210212
2708,1210298
2709,1210325
2710,1210356
2711,1210397
2712,1210428
2713,1210657
2714,1210685
2715,1210696
2716,1210777
2717,1210794
2718,1210873
2719,1210978
2720,1210981
2721,1211043
2722,1211050
2723,1211138
2724,1211233
2725,1211247
2726,1211300
2727,1211358
2728,1211361
2729,1211490
2730,1211545
2731,1211599
2732,1211751
2733,1212060
2734,1212108
2735,1212121
2736,1212258
2737,1212320
2738,1212392
2739,1212736
2740,1212755
2741,1212769
2742,1212772
2743,1212949
2744,1212973
2745,1213062
2746,1213152
2747,1213199
2748,1213216
2749,1213284
2750,1213346
2751,1213587
2752,1213650
2753,1213712
2754,1213888
2755,1213917
2756,1213993
2757,1214010
2758,1214072
2759,1214238
2760,1214274
2761,1214305
2762,1214370
2763,1214661
2764,1214763
2765,1214801
2766,1215063
2767,1215078
2768,1215129
2769,1215141
2770,1215170
2771,1215304
2772,1215415
2773,1215477
2774,1215527
2775,1215609
2776,1215625
2777,1215734
2778,1215767
2779,1215776
2780,1215858
2781,1215988
2782,1215992
2783,1216076
2784,1216162
2785,1216254
2786,1216263
2787,1216373
2788,1216447
2789,1216465
2790,1216610
2791,1216811
2792,1216825
2793,1216856
2794,1216905
2795,1216937
2796,1216998
2797,1217068
2798,1217084
2799,1217117
2800,1217334
2801,1217436
2802,1217448
2803,1217507
2804,1217633
2805,1217671
2806,1217731
2807,1217779
2808,1217938
2809,1218201
2810,1218234
2811,1218299
2812,1218366
2813,1218429
2814,1218464
2815,1218506
2816,1218654
2817,1218810
2818,1218848
2819,1218887
2820,1219163
2821,1219310
2822,1219458
2823,1219574
2824,1219616
2825,1219673
2826,1219759
2827,1219765
2828,1219976
2829,1219999
2830,1220171
2831,1220402
2832,1220540
2833,1220600
2834,1220632
2835,1220644
2836,1220693
2837,1220763
2838,1220828
2839,1220880
2840,1221078
2841,1221248
2842,1221421
2843,1221439
2844,1221466
2845,1221549
2846,1221642
2847,1221656
2848,1222012
2849,1222107
2850,1222122
2851,1222135
2852,1222218
2853,1222279
2854,1222303
2855,1222310
2856,1222426
2857,1222673
2858,1222684
2859,1222934
2860,1223116
2861,1223168
2862,1223173
2863,1223245
2864,1223299
2865,1223339
2866,1223343
2867,1223350
2868,1223412
2869,1223437
2870,1223498
2871,1223588
2872,1223663
2873,1223711
2874,1223738
2875,1223803
2876,1223810
2877,1224014
2878,1224103
2879,1224136
2880,1224338
2881,1224342
2882,1224604
2883,1224708
2884,1224849
2885,1224895
2886,1224935
2887,1224946
2888,1224978
2889,1225039
2890,1225156
2891,1225160
2892,1225197
2893,1225220
2894,1225233
2895,1225375
2896,1225389
2897,1225435
2898,1225446
2899,1225463
2900,1225612
2901,1225629
2902,1225702
2903,1225749
2904,1225795
2905,1225948
2906,1226084
2907,1226189
2908,1226215
2909,1226301
2910,1226345
2911,1226352
2912,1226376
2913,1226659
2914,1226704
2915,1226805
2916,1226837
2917,1226898
2918,1226925
2919,1227118
2920,1227123
2921,1227185
2922,1227316
2923,1227447
2924,1227459
2925,1227594
2926,1227603
2927,1227624
2928,1227669
2929,1227732
2930,1227758
2931,1227825
2932,1227905
2933,1227953
2934,1228031
2935,1228057
2936,1228202
2937,1228273
2938,1228346
2939,1228425
2940,1228442
2941,1228536
2942,1228548
2943,1228587
2944,1228753
2945,1228798
2946,1228847
2947,1228917
2948,1229009
2949,1229200
2950,1229293
2951,1229333
2952,1229347
2953,1229457
2954,1229505
2955,1229537
2956,1229541
2957,1229598
2958,1229628
2959,1229652
2960,1229676
2961,1229819
2962,1229854
2963,1229863
2964,1229973
2965,1230127
2966,1230149
2967,1230267
2968,1230343
2969,1230412
2970,1230453
2971,1230498
2972,1230533
2973,1230690
2974,1230742
2975,1230836
2976,1230891
2977,1231139
2978,1231143
2979,1231177
2980,1231289
2981,1231314
2982,1231333
2983,1231431
2984,1231440
2985,1231457
2986,1231462
2987,1231634
2988,1231680
2989,1231699
2990,1231710
2991,1231748
2992,1231769
2993,1231890
2994,1231927
2995,1231984
2996,1231995
2997,1232125
2998,1232197
2999,1232332
3000,1232389
3001,1232478
3002,1232552
3003,1232612
3004,1232784
3005,1232840
3006,1232910
3007,1232969
3008,1233046
3009,1233054
3010,1233170
3011,1233198
3012,1233287
3013,1233304
3014,1233331
3015,1233396
3016,1233443
3017,1233656
3018,1233697
3019,1233914
3020,1233971
3021,1233992
3022,1234002
3023,1234161
3024,1234175
3025,1234243
3026,1234301
3027,1234334
3028,1234424
3029,1234581
3030,1234614
3031,1234647
3032,1234723
3033,1234762
3034,1234841
3035,1234925
3036,1234956
3037,1234997
3038,1235085
3039,1235483
3040,1235548
3041,1235572
3042,1235666
3043,1235682
3044,1235712
3045,1235806
3046,1235820
3047,1235847
3048,1235900
3049,1236029
3050,1236041
3051,1236154
3052,1236181
3053,1236262
3054,1236324
3055,1236432
3056,1236461
3057,1236475
3058,1236511
3059,1236574
3060,1236627
3061,1236706
3062,1236765
3063,1236788
3064,1236792
3065,1236877
3066,1236945
3067,1236999
3068,1237003
3069,1237048
3070,1237159
3071,1237165
3072,1237171
3073,1237337
3074,1237451
3075,1237562
3076,1237644
3077,1237845
3078,1237950
3079,1238033
3080,1238065
3081,1238071
3082,1238136
3083,1238172
3084,1238241
3085,1238286
3086,1238356
3087,1238499
3088,1238558
3089,1238802
3090,1238816
3091,1238827
3092,1238868
3093,1238963
3094,1238978
3095,1239080
3096,1239104
3097,1239123
3098,1239263
3099,1239290
3100,1239368
3101,1239447
3102,1239471
3103,1239582
3104,1239669
3105,1239809
3106,1240008
3107,1240021
3108,1240111
3109,1240156
3110,1240446
3111,1240528
3112,1240612
3113,1240629
3114,1240653
3115,1240686
3116,1240840
3117,1240903
3118,1240936
3119,1240969
3120,1241189
3121,1241277
3122,1241345
3123,1241472
3124,1241487
3125,1241519
3126,1241522
3127,1241578
3128,1241841
3129,1241909
3130,1241956
3131,1242000
3132,1242267
3133,1242321
3134,1242405
3135,1242486
3136,1242506
3137,1242533
3138,1242725
3139,1242810
3140,1242940
3141,1243098
3142,1243190
3143,1243223
3144,1243355
3145,1243432
3146,1243602
3147,1243616
3148,1243651
3149,1243815
3150,1243877
3151,1243934
3152,1243952
3153,1244009
3154,1244121
3155,1244226
3156,1244320
3157,1244601
3158,1244634
3159,1244710
3160,1244835
3161,1245069
3162,1245171
3163,1245188
3164,1245209
3165,1245260
3166,1245297
3167,1245341
3168,1245430
3169,1245468
3170,1245596
3171,1245644
3172,1245693
3173,1245719
3174,1245746
3175,1245763
3176,1245778
3177,1245790
3178,1245852
3179,1246046
3180,1246129
3181,1246137
3182,1246203
3183,1246248
3184,1246304
3185,1246439
3186,1246530
3187,1246568
3188,1246656
3189,1246933
3190,1246959
3191,1246965
3192,1247202
3193,1247230
3194,1247249
3195,1247251
3196,1247346
3197,1247390
3198,1247460
3199,1247639
3200,1247650
3201,1247705
3202,1247764
3203,1247770
3204,1247859
3205,1248052
3206,1248104
3207,1248207
3208,1248254
3209,1248281
3210,1248290
3211,1248459
3212,1248471
3213,1248726
3214,1248793
3215,1248883
3216,1248897
3217,1248912
3218,1249148
3219,1249155
3220,1249169
3221,1249325
3222,1249342
3223,1249383
3224,1249467
3225,1249558
3226,1249631
3227,1249743
3228,1249919
3229,1250041
3230,1250146
3231,1250324
3232,1250369
3233,1250387
3234,1250493
3235,1250511
3236,1250560
3237,1250808
3238,1250839
3239,1250967
3240,1251033
3241,1251136
3242,1251187
3243,1251264
3244,1251467
3245,1251476
3246,1251679
3247,1251750
3248,1251919
3249,1251990
3250,1252003
3251,1252091
3252,1252106
3253,1252171
3254,1252209
3255,1252225
3256,1252238
3257,1252451
3258,1252523
3259,1252675
3260,1252707
3261,1252746
3262,1252778
3263,1252899
3264,1253221
3265,1253403
3266,1253410
3267,1253424
3268,1253472
3269,1253491
3270,1253546
3271,1253731
3272,1253785
3273,1253805
3274,1253960
3275,1254019
3276,1254269
3277,1254291
3278,1254323
3279,1254357
3280,1254439
3281,1254530
3282,1254660
3283,1254752
3284,1254893
3285,1254947
3286,1254971
3287,1255162
3288,1255290
3289,1255414
3290,1255521
3291,1255594
3292,1255603
3293,1255624
3294,1255761
3295,1255998
3296,1256026
3297,1256032
3298,1256044
3299,1256061
3300,1256321
3301,1256377
3302,1256405
3303,1256412
3304,1256441
3305,1256711
3306,1256810
3307,1256855
3308,1256923
3309,1257015
3310,1257039
3311,1257142
3312,1257288
3313,1257292
3314,1257344
3315,1257389
3316,1257422
3317,1257435
3318,1257576
3319,1257612
3320,1257768
3321,1257773
3322,1257804
3323,1257823
3324,1257840
3325,1257879
3326,1257955
3327,1258009
3328,1258121
3329,1258166
3330,1258177
3331,1258217
3332,1258275
3333,1258388
3334,1258699
3335,1258703
3336,1258769
3337,1258819
3338,1258854
3339,1258902
3340,1259062
3341,1259167
3342,1259474
3343,1259524
3344,1259536
3345,1259615
3346,1259806
3347,1259871
3348,1259900
3349,1260002
3350,1260144
3351,1260208
3352,1260243
3353,1260334
3354,1260376
3355,1260410
3356,1260487
3357,1260519
3358,1260740
3359,1260796
3360,1260909
3361,1260960
3362,1261057
3363,1261199
3364,1261378
3365,1261409
3366,1261442
3367,1261900
3368,1261926
3369,1262045
3370,1262099
3371,1262123
3372,1262162
3373,1262196
3374,1262263
3375,1262316
3376,1262330
3377,1262459
3378,1262471
3379,1262521
3380,1262543
3381,1262566
3382,1262582
3383,1262603
3384,1262624
3385,1262700
3386,1262744
3387,1262838
3388,1262860
3389,1262929
3390,1262964
3391,1263059
3392,1263155
3393,1263169
3394,1263172
3395,1263191
3396,1263298
3397,1263325
3398,1263401
3399,1263434
3400,1263544
3401,1263558
3402,1263561
3403,1263589
3404,1263685
3405,1263777
3406,1263816
3407,1263868
3408,1263907
3409,1264149
3410,1264184
3411,1264234
3412,1264280
3413,1264299
3414,1264437
3415,1264453
3416,1264547
3417,1264622
3418,1264711
3419,1264756
3420,1264774
3421,1264904
3422,1265025
3423,1265042
3424,1265060
3425,1265083
3426,1265097
3427,1265115
3428,1265177
3429,1265261
3430,1265365
3431,1265423
3432,1265440
3433,1265457
3434,1265479
3435,1265496
3436,1265505
3437,1265541
3438,1265586
3439,1265628
3440,1265710
3441,1265724
3442,1265736
3443,1265769
3444,1265772
3445,1265984
3446,1266133
3447,1266159
3448,1266283
3449,1266305
3450,1266337
3451,1266370
3452,1266430
3453,1266484
3454,1266579
3455,1266600
3456,1266617
3457,1266754
3458,1266828
3459,1266966
3460,1266977
3461,1266994
3462,1267012
3463,1267070
3464,1267122
3465,1267146
3466,1267240
3467,1267511
3468,1267714
3469,1267747
3470,1267771
3471,1267839
3472,1267866
3473,1267945
3474,1267967
3475,1268022
3476,1268063
3477,1268078
3478,1268408
3479,1268638
3480,1268660
3481,1268734
3482,1268767
3483,1268906
3484,1268947
3485,1269259
3486,1269375
3487,1269419
3488,1269454
3489,1269490
3490,1269501
3491,1269605
3492,1269670
3493,1269804
3494,1269862
3495,1269955
3496,1270203
3497,1270255
3498,1270291
3499,1270331
3500,1270340
3501,1270362
3502,1270450
3503,1270701
3504,1270752
3505,1270800
3506,1270861
3507,1270875
3508,1270893
3509,1270906
3510,1270914
3511,1271080
3512,1271196
3513,1271207
3514,1271278
3515,1271420
3516,1271508
3517,1271566
3518,1271636
3519,1271700
3520,1271744
3521,1271789
3522,1271825
3523,1271842
3524,1271874
3525,1271986
3526,1272018
3527,1272031
3528,1272199
3529,1272202
3530,1272295
3531,1272335
3532,1272456
3533,1272643
3534,1272677
3535,1272694
3536,1272786
3537,1272859
3538,1272993
3539,1273009
3540,1273139
3541,1273166
3542,1273217
3543,1273232
3544,1273388
3545,1273553
3546,1273755
